,jaccard index-1,jaccard index-50,jaccard index-100,jaccard index-250
2018-11-26,1.0,0.65625,0.573170731707317,0.4336283185840708
2018-11-27,0.967741935483871,0.65625,0.573170731707317,0.4336283185840708
2018-11-28,0.9375,0.6307692307692307,0.5662650602409639,0.4424778761061947
2018-11-29,1.0,0.6153846153846154,0.5662650602409639,0.4424778761061947
2018-11-30,0.967741935483871,0.6153846153846154,0.5783132530120482,0.4424778761061947
2018-12-01,1.0,0.6153846153846154,0.5783132530120482,0.4424778761061947
2018-12-02,0.8333333333333334,0.6153846153846154,0.5783132530120482,0.4424778761061947
2018-12-03,1.0,0.6153846153846154,0.5783132530120482,0.4336283185840708
2018-12-04,0.9259259259259259,0.6153846153846154,0.5128205128205128,0.4336283185840708
2018-12-05,0.896551724137931,0.5970149253731343,0.5189873417721519,0.42105263157894735
2018-12-06,1.0,0.5970149253731343,0.5189873417721519,0.42105263157894735
2018-12-07,0.9285714285714286,0.5970149253731343,0.5189873417721519,0.42105263157894735
2018-12-08,1.0,0.5970149253731343,0.5189873417721519,0.4247787610619469
2018-12-09,1.0,0.5970149253731343,0.5189873417721519,0.4247787610619469
2018-12-10,1.0,0.6060606060606061,0.5194805194805194,0.4336283185840708
2018-12-11,1.0,0.6060606060606061,0.5194805194805194,0.4247787610619469
2018-12-12,0.9629629629629629,0.6060606060606061,0.5194805194805194,0.4247787610619469
2018-12-13,1.0,0.6060606060606061,0.5194805194805194,0.4247787610619469
2018-12-14,0.9629629629629629,0.6,0.5064935064935064,0.4247787610619469
2018-12-15,1.0,0.6153846153846154,0.5064935064935064,0.4247787610619469
2018-12-16,1.0,0.6153846153846154,0.5263157894736842,0.4247787610619469
2018-12-17,1.0,0.625,0.5,0.4247787610619469
2018-12-18,0.9629629629629629,0.625,0.5,0.4247787610619469
2018-12-19,0.9629629629629629,0.625,0.5,0.415929203539823
2018-12-20,0.9615384615384616,0.625,0.5,0.415929203539823
2018-12-21,0.96,0.6349206349206349,0.4868421052631579,0.415929203539823
2018-12-22,0.9166666666666666,0.6507936507936508,0.6,0.40707964601769914
2018-12-23,0.9545454545454546,0.5573770491803278,0.5866666666666667,0.40707964601769914
2018-12-24,1.0,0.5573770491803278,0.5866666666666667,0.40707964601769914
2018-12-25,1.0,0.5573770491803278,0.5866666666666667,0.415929203539823
2018-12-26,1.0,0.5573770491803278,0.5866666666666667,0.40707964601769914
2018-12-27,1.0,0.5409836065573771,0.5866666666666667,0.40707964601769914
2018-12-28,1.0,0.5409836065573771,0.5866666666666667,0.40707964601769914
2018-12-29,0.9523809523809523,0.5409836065573771,0.5866666666666667,0.40707964601769914
2018-12-30,0.85,0.5409836065573771,0.6,0.40707964601769914
2018-12-31,1.0,0.55,0.5866666666666667,0.40707964601769914
2019-01-01,0.9444444444444444,0.55,0.5866666666666667,0.40707964601769914
2019-01-02,0.9444444444444444,0.55,0.5866666666666667,0.415929203539823
2019-01-03,0.8947368421052632,0.5409836065573771,0.5789473684210527,0.42105263157894735
2019-01-04,0.9,0.5409836065573771,0.5789473684210527,0.42105263157894735
2019-01-05,1.0,0.819672131147541,0.5789473684210527,0.41228070175438597
2019-01-06,1.0,0.5573770491803278,0.5789473684210527,0.41228070175438597
2019-01-07,1.0,0.5666666666666667,0.5789473684210527,0.41228070175438597
2019-01-08,0.95,0.5573770491803278,0.5921052631578947,0.42105263157894735
2019-01-09,0.9523809523809523,0.5573770491803278,0.5921052631578947,0.42105263157894735
2019-01-10,0.9090909090909091,0.5483870967741935,0.5844155844155844,0.41739130434782606
2019-01-11,1.0,0.5483870967741935,0.5844155844155844,0.41739130434782606
2019-01-12,0.9545454545454546,0.5573770491803278,0.5714285714285714,0.41739130434782606
2019-01-13,0.9545454545454546,0.5245901639344263,0.5844155844155844,0.41739130434782606
2019-01-14,1.0,0.5245901639344263,0.5844155844155844,0.41739130434782606
2019-01-15,0.9545454545454546,0.5161290322580645,0.5714285714285714,0.41379310344827586
2019-01-16,0.88,0.49206349206349204,0.5512820512820513,0.4224137931034483
